text,label,file_line_number,label_id
المضمون الوحيد لإعلان مرسي الدستوري هو استبداد رئاسي مطلق، مصر أمام انقلاب مرعب على الشرعية وسيادة القانون واغتيال كامل للتحول الديمقراطي,NEG,5197,0
في #عيد_العمال نستذكر ان هناك من ساهم وساعد ووشى وتشمّت وأظهر حقده وكرهه وتسبب بفصل قرابة ٥٠٠٠ موظف ! هنيئا لكم مزبلة التاري…,NEG,5204,0
غير صحيح أنا سأبطل صوتي,OBJ,5208,3
إلي الدكتور مرسي: في ظل انقسام مصر الواضح و الخطير الي فسطاطين هل ستدرك ضرورة أن تكون رئيساً لكل المصريين ؟ الحكم أمانة,NEUTRAL,5215,2
غنيمة الطيور الجارحةمقال رائع لوائل عبد الفتاح,OBJ,5216,3
فيديو مفبرك والسيدة المذكورة لا علاقة لها بالحملة,OBJ,5217,3
شاهد - آخر كلام: أحداث مصر اليوم 31/03/2011 #,OBJ,5218,3
اللحظـات الأخـيرة,OBJ,5228,3
شاهد - آخر كلام: لكم دستوركم و لنا ثورة #,OBJ,5238,3
"#رصد| أصحاب محلات العباسي الجديد بـ #المحلة_الكبرى : المحافظ استهزأ بينا و بيقولنا ""نبقى نعملكم محلات فوق الكوبري""",OBJ,5240,3
#السكه_شمال #كاريوكي,OBJ,5249,3
#تخيل_لو_تويتر_اتقفل كله هيرجع للفيس !!,OBJ,5252,3
اللهم إعتق رقابنا عن النار #ريتويت #دعوة_الصائم_لاترد #غرد_بالخير,OBJ,5259,3
شاهد - آخر كلام: هيئة الدفاع عن حقوق شهداء ومصابي الثورة #25,OBJ,5266,3
الوطن|باسم يوسف ضيف خيمة الوطنشاركونا بالأسئلة المباشرة للمشاركة,OBJ,5267,3
ممكن امك تكون بتحب الفسيخ بس عيالها وجوزها اللي هو ابوك يعني مش بيحبوه وتكون نفسها فيه بس ماتكلوش عشانهم هي ديه #الأم_المثالية,POS,5270,1
أبو الفتوح ينعى للأمة الإسلامية د عبد الحميد الغزالي,OBJ,5271,3
و انت بألف خير شوفي البرنامج علشان نسمع رأيك :),OBJ,5275,3
صرح عمرو موسى انه سيتصل بشفيق ليشكره على كلامه الطيب عنه وأضاف موسى انه سيناقش تكوين فريق رئاسي مع شفيق شفيق وموسى وجهان لنظام مبارك,NEUTRAL,5291,2
48 نظرة برجماتية يمكن الليما عندوش قلب يفهم من بطنه,NEG,5301,0
زعيم شعب البيادة 50% فى الثانوية وزعيم الشعب الحر دكتوراة من اكبر جامعات العالم,NEUTRAL,5306,2
#بيت_لحم|وفاة الطفلة أسينات محمد سمودي من سكان بلدة اليامون غرب مدينة #جنين بعد تعرضها للدهس صباح اليوم,OBJ,5311,3
… وَيَضْرِبُ الرَّبُّ مِصْرَ ضَارِبًا فَشَافِيًا :نبوءة خلاص مصر وسوريا وظهور المنتظر #سوزان #الديب #هيكل #القصاص,OBJ,5315,3
#الدنيا_علمتني إن العيش ياما يشوف و محد ثابت في مكانه الا البليد,OBJ,5318,3
‎#‏ ‎# ‏ مؤتمر ناجح لحزب الوسط بالسويس وكلمة عصام سلطان التي قاطعها الحضور بالتصفيق عدة مرات,POS,5339,1
كان سيصبح حظ مرسي أفضل في الحكم لو لم يكن قد اهتم بقراءة سيرة قائد جماعته حسن البنا، بقدر إهتمامه بقراءة سيرة نيلسون مانديلا,NEUTRAL,5348,2
"عدم السماح لغير المنتمين الازهر الشريف اعتلاء منابر المساجد ""كفاية عك"" #في_حاجة_صح",NEUTRAL,5351,2
شيزوفرنيا رائعة على تايملاين دباسم يوسف,OBJ,5354,3
أصحاب رسول الله صلى الله عليه وسلم عدول ولا ينتقص منهم أحد إلا …,OBJ,5358,3
#الاماراتييون_يعتدون_على_سيارات_القطريين يجب ان يكون لاحرار #ساحل_عمان وقف ضد التصرفات الطائشة لـ #محمد_بن_زايد ومستشاره #دحلان,NEUTRAL,5364,2
لماذا أراك على كل شيء كأنك في الأرض كل البشر كأنك درب بغير انتهاء وأني خلقت لهذاالسفر إذاكنت أهرب منك إليك فقولي بربك أين الم…,NEUTRAL,5373,2
#خلق_جميل الحياء/ الرجولة,POS,5375,1
شاهد - آخر كلام: مستقبل العام الجامعي واستقلال الجامعة #,OBJ,5378,3
#ارتقوا_و مش كل واحد هتشوفوا مختلف معاك في الرأي يبقى حمار ومش بيفهم !,NEUTRAL,5383,2
اندية الدورى تقاضى اتحاد الاذاعة والتليفزيون للحصول على اموالها الضائعة ودرية تقولهم: فتشنى فتش!!,OBJ,5394,3
ندوة دعلاء الاسواني الثقافية الاسبوعية - حزب الغد التفاصيل,OBJ,5398,3
شاهدوا الحلقة ١٨ من برنامج عُمر-صانع حضارة,OBJ,5413,3
"2: التليفزيون المصري يذيع لقطات أخرى لـ""اشتباكات الحرس الجمهوري"":",OBJ,5415,3
#كامب_ديفيد منطقة (أ) بين قناة السويس والخط 58 كم غير مسموح لمصر بوجود أكثر من فرقة مشاة ميكانيكي واحدة,OBJ,5418,3
"ركز هووون"""" """"تفاعل زفت"""" #مقرب=#لايك #كومنت=#تفجير خلال 12 ساعة",OBJ,5423,3
مبارك كان بيحكم من شرم الشيخ والسيسي حيحكم من شارع خمسه باب #انتخبوا_العرص,NEG,5435,0
شبكة رصد الإخبارية/ #رصد| #عاجل #مصر | نقلا عن وكالة الأناضول : إحالة أوراق 638 - عبر تطبيق نبض,OBJ,5438,3
72 وفقا لنص المادة 60 وبناءا على تفسيرها قرر الاجتماع المشترك بأغلبيته المعايير ب 50 و50 أما المعايير والآليات في مشروعي فكانت مختلفة,OBJ,5452,3
يامحمد كلمهم في البيت قولهم شافوني وأنا بازعق وعجبتهم ولا لأ؟,OBJ,5453,3
#سوريا #ريف_دمشق الثوار يستهدفون مواقع قوات النظام على جبهة #المرج في الغوطة الشرقية بقذائف الهاون ويحققون اصابات مباشرة,OBJ,5456,3
#خالد_بن_الوليد قتل رجل مسلم وتزوج امراته في نفس اليوم بلا عدة بلا بطيخ,NEG,5457,0
مايمرروهمهما عملوا الدستور ده مش هيعيشلأنه ولد ميتا وبني على باطل وسيقود إلى باطلدي قناعتي ومؤمن بيها,NEG,5470,0
مرة واحد مراته عقدها اللي بتحبه اتقطع فسهر طول الليل يلم في حباته عشان متزعلش (: #سيدنا_النبي #السيدة_عائشة #الحب,POS,5473,1
#ﺍﻧﺖ_ﻣﻬﻤﺎ_ﻛﺒﺮﺕ مش هنسي اي لاعب لبس تيشيرت #الزمالك و لعب علشان الزمالك مش علشان الفلوس و حب الزمالك و جمهور الزمالك من قلبه ^_^,POS,5474,1
هناك أوقات نشعر فيها أنها النهاية، ثم نكتشف أنها البداية، وهناك أبوابا نشعر أنها مغلقة ثم نكتشف أنها المدخل الحقيقي #ابراهي…,OBJ,5475,3
#مصر #مرسي #رابعة #مكملين #انتخبوا_العرص محاضرة فى السعودية لتعليم العبودية باسم الدين وفى آخرها سحب على آيباد !!! …,NEUTRAL,5478,2
المستشارالبطويسي نائب رئيس محكمة النقض قال لليوم السابع : احمد شفيق ضده بلاغات وشكاوي لم يتم التحقيق فيها بعد وليس من الصحيح ان يترشح الان,OBJ,5480,3
أنضم والروائي علاء الأسواني والإعلامي حمدي قنديل إلى ريم ماجد ورئيس الوزراء الفريق أحمد شفيق والمهندس نجيب ساويرس,OBJ,5485,3
إنجاز الثورة الأعظم أنها فرضت الشعب طرف في معادلة الحياة في مصر بعد ماكان غايب عنها آلاف السنينوإشاعة اليأس سبيلهم لسرقة هذا الإنجاز,NEUTRAL,5494,2
#حاميها_حرميها #الجيزة كفايه عليهم نور عنين #السفاح انتوا حتنهبوا ولا ايه؟؟,NEG,5497,0
رسائل الإمام الشهيد #حسن_البنا,OBJ,5502,3
الى تواضروس اكثر من 1000شهيد 10 الاف مصاب 20الف معتقل كلهم مسلمون والاقباط فى مأمن تام فى الانقلاب ثم تشكو حقارة,NEG,5505,0
د علاء الأسواني يكتب:أعلن المتحدث باسم وكالة الفضاء المصرية أن المركبة آمون سيتم اطلاقها الى الفضاء الخارجي يوم,OBJ,5508,3
لم أكن يوما عضوا في الحزب الوطني,OBJ,5511,3
صلاة المغرب #بوسطن (يا أيها الذين آمنوا استعينوا بالصبر والصلاة إن الله مع الصابرين),OBJ,5514,3
إذا ضاقت العقول والمدارك تفرغ أصحابها للمعارك,OBJ,5517,3
الأرسناليين الي يدافعون عن فينقر وصلون لمستوى حومة تسبد ما عمري وصلته، مدرب محترم وكبير وقدير، بس خلاص ياخي كل شي له عمره! #ارحل #فاردز #طس,NEUTRAL,5525,2
لأصحاب حديث الاستقواء، المبدئية والوطنية هي في التواصل مع المنظمات الدولية والبرلمانات لضغط ايجابي وليس لتدخل في الشأن المصري,OBJ,5530,3
"مع ﺑﺎﻳﺮﻥ ﻣﻴﻮﻧﺦ ﻟﺎﻧﻲ ﺑﻜﺮﻩ ﺗﺸﻴﻠﺴﻲ ﻋﻤﻰ #ﺍﻋﺘﺮﺍﻑ"" علاقة البايرن شنو !؟""#اختاه خليك مع الميك أب",OBJ,5535,3
طفله عمرها 5 سنوات تشذو بلغة الإشارة لوالديها الأصماء في حفل المدرسة لكي يستمتعو هم بالعرض كذلك! #صورة￼ …,OBJ,5537,3
يعتذر دكتور عمرو خالد عن القاء الدرس الأسبوعي (علي خطي الحبيب) اليوم علي أن يتم الإعلان عن موعد الدرس لاحقاً بإذن الله,OBJ,5541,3
تابع دستورك وصياغته بمنتهى الدقة، ما تسكثش على حاجة مش عجباك #السادة_المحترمون,OBJ,5542,3
حزب الحرية والعدالة بكل ما لجماعة الإخوان من ثقل تنظيمي وسياسي ومالي يعاني من التصدعات المتتالية داخل الجماعة ومن منافسة التيارات السلفية,OBJ,5544,3
ونحن في الجبهة القومية للعدالة والدمقراطية نؤكد رفضنا التام للمشاركة في أي فعاليات تستهدف إعادة مرسي-أياً كانت مسميتها أو…,NEG,5552,0
بلدنا مش عايزانا وبتدينا على قفانا #السكة_شمال,NEG,5559,0
لجنة فاروق أبوزيد مثال صارخ لنظام يقوم على وأد الحريات سنكسر حاجز الخوف #,NEG,5578,0
د علاء الاسواني يكتب مقاله الأسبوعي بعنوان : ماذا تعلمنا من المحنة ؟! >>,OBJ,5579,3
الخطوة الثانية هي التفاوض مع إسرائيل حول الملحق الأمني لمعاهدة السلام لتغيير خريطة الوجود العسكري المصري في سيناء ورفع معدلاته كما ونوعا,OBJ,5590,3
اسرائيل تحتل فلسطين من عام 1948 فى 65 عاما لم تعتقل اسرائيل من بنات فلسطين ما اعتقله الانقلاب من بنات مصر فى 4 شهور انحطاط,NEG,5596,0
#اعتراف ما زلت احب سيريلاك بالقمح 😔,POS,5598,1
كثير منهم يقولون يعني مش غضبان لسب السيدة عائشة يعني انتو برضه هتزايدوا على سيدنا النبي الذي لم يفعل مافعلتموه من دناءة بمن أذاه في أهل بيته,NEG,5605,0
نحن نمر بأحداث بعضها يدعو للجنون جهادك الحقيقي أن تحتفظ بقلب مشتعل و عقل بارد,NEUTRAL,5606,2
ملعب #ريال_مدريد #سنتياجو_برنابيو 😍لبيه ملعب يفتح النفس 😉,OBJ,5614,3
المفاصلة بين الشعوب العربية وطغاتها الفاشيين مثل #الأسد و #السيسي حربُ وجود لا حدود فلا مجال فيها للحلول الوسط أو التلاقي ف…,NEG,5616,0
"بحب بلدى و بكره الدم والظلم #سأنتخب_السيسي #تحيا_مصر""",NEUTRAL,5618,2
عبفتاح السيسي أوميجا العالمى #انتخبوا_العرص,NEG,5624,0
أستقالة بابا الفاتيكان ! هل يا ترى فى علاقة بتعيين سفيرنا الجديد فى الفاتيكان ؟ :),OBJ,5629,3
في محطة #مترو المطرية القبض على مشتبه فيه باغتيال أمين #شرطة,OBJ,5633,3
يبدو أن إعادة هيكلة الداخلية ستتوقف عند منطقة الذقن فقط (نشرت في المعصرة فبراير 2012),OBJ,5634,3
العوا يعلق حملته الانتخابية لحين الإعلان عن جدول زمنى محدد لانهاء الفترة الانتقالية وتسليم السلطة من العسكريين للمدنيين,OBJ,5642,3
كما نسعى لتوعية المجتمع بالمخاطر التى تواجهها الثورة,OBJ,5643,3
رئيس جامعة المنصورة مش هينفذ قرار الحكومة بإعفائنا من مصاري…,OBJ,5647,3
عودة #مصر إلى الاتحاد الإفريقي باتت وشيكةورفع تجميد العضوية خلال القمة الإفريقية المقبلة…,OBJ,5648,3
#يوسف_الحسيني مصر اتخذت قرار بالوقوف في اتجاه معاكس للإرادة الامريكية لأول مرة منذ 40 علما كاملة و في تحد واضح لوجهات نظر الك…,OBJ,5651,3
النخبة المصرية ضعيفة وليست بقوة الشعب، زى الموتور القوى على الشاسيه الضعيف، يعنى العربية لو مشيت بسرعة ممكن تتقلب,NEUTRAL,5652,2
الببلاوي وجه بضرورة التعامل بحزم مع العناصر التخريبية #السادة_المحترمون,OBJ,5657,3
يجب ووقف فورى للعنف ومحاكمة المتورطين فيه علناً,NEG,5665,0
هامش للديمقراطية كارثة المعايير المزدوجة - عمرو حمزاوي - بوابة الشروق,OBJ,5673,3
"#ولاد_البلد #المنصورة #مصراوي أهالي السائق القتيل يهاجمون قوات الداخلية، ويرددون هتافات "" الداخلية بلطجية"" أمام",OBJ,5693,3
الأسواني يفوز بجائزة حرية التعبير من ألمانيا ،للتفاصيل>>>>>,OBJ,5698,3
#باسم_طلع_حرامي ===== #عاشق_مصر,NEUTRAL,5702,2
كل ما يفعله أبو زيد وزير الرياضة يضر الرياضة اخر شائعة عن تعيين كمال الجنزورى رئيسا للاهلى شباب ثورة 1919 سيعود ليقود الرياضة فى مصر,NEG,5722,0
الوطن | الحوار المجتمعى حول الدستور | عمرو حمزاوي:,OBJ,5724,3
ما يحدث من انفلات أمنى عملية منظمة من أجل أن يقولوا للشعب المصري اما النظام السابق واما الفوضى د عبد المنعم أبو,OBJ,5726,3
حرائر #المطرية منذ قليل #زواج_امريكا_من_مصر_باطل,OBJ,5735,3
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2037992],OBJ,5741,3
انت الملك والمملكه والقبيله #الملك عبدالله شقيق شعبه,OBJ,5742,3
نحن نعيش لحظة سيسيبنس,OBJ,5743,3
بيان صادر عن عصام سلطان,OBJ,5745,3
يا محمد قول للبيت يجيبوا جريدة الوطن بتاعة بكره (الجمعة) عشان عاملين معايا حوار صحفي فيها,OBJ,5748,3
#اللهم أرحم من رحلو عنآ دون #ودآع :(,OBJ,5753,3
ف #مصر #شخصية_مريبة متعرفش #بيشتغل لحساب مين بالظبط اسمو #نجيب_ساويرس بيعمل #قناة #لجاسوس اسمه #يسرى_فودة ليستضيف #عميل_برخصة اسمه #جمال_عيد,NEG,5767,0
من #عيوب_تويتر: الكثير من ردود الأفعال والقليل من الأفعال، الانشغال بشكل مبالغ فيه بالأحداث اليومية عن التخطيط للمستقبل,NEG,5769,0
#عباس يتوقع وضعا #ماليا_وسياسيا صعبا التفاصيل:,OBJ,5770,3
#هناك_مكان_اسفل_الجحيم لكل واحد بيقعد يدافع عن حد لدرجة انه بيحسسك انه اله مبيغلطش #السيسي #مرسى #باسم #برهامي #يلا_نحفل_علي_احمد_ادم,NEUTRAL,5771,2
سواء اتفقنا او اختلفنا مع الاستاذ خالد صلاح فمن حقه ان يعبر عن رأيه ويقوم بواجبه الاعلامي بحرية كاملة الاعتداء على خالد صلاح ارهاب وبلطجة,NEUTRAL,5772,2
القضاة والمحامون يعلقون العمل بمحاكم الإسكندرية ودمنهور اعتراضاً على قرارات الرئيس,OBJ,5774,3
- وبإذن الله الليله نغني جابها الصصصعباوي #النصر_الهلال 😍,OBJ,5776,3
#أخبار_مصر #اخبار #مصر | استئناف #محاكمة_مرسي فى قضية التخابر أهم الأخبار المتوقعة اليوم لـمزيد من التفاصيل :,OBJ,5787,3
#دعوة_الصائم_لاترد اللهم طمئن قلب #امي واشفها مما تعاني وارفع عنها ماألم بها اللهم فرج هم #أمي ويسر امرها واكتبها في علي,POS,5789,1
إنت ماسرقتش دار الشروق إنت سرقت الأستاذ أحمد بهجت وأسرته على فكرة لإن المؤلف هو المستفيد من حقوق النشر,NEUTRAL,5794,2
_ عشان دي منطقتهم اللي المفروض دارسينها,OBJ,5806,3
يا عسكرى واقف بالفرس على جتتى لا انت البطل ولا انت فتوة حتتى يوم ما تقول هاخد البلد هقولك خدها بس على جثتى ع…,NEG,5808,0
: هل انت احد الـ 4600 مشارك في #القمة_الحكومية ؟ شاركنا لحظاتك المفضلة من القمة,OBJ,5826,3
​أحياناً يكون الألم النفسي أصعب و أشد ألماً من الألم الجسدي ٣٤ #مذبحة_بورسعيد #المجد_للشهداء #إفتكروهم,NEUTRAL,5837,2
"تناقش حلقة الجمعة من برنامج ""آخر كلام"" مستقبل السودان ضيوفها ياسر عرمان نائب الأمين العام للحركة الشعبية لتحرير",OBJ,5851,3
كلام كتير شوية عن موضوع النائب العام:,OBJ,5855,3
قال غاندي إذا قتلتني فلك جثتي ولكن مهما عملت لن تكون لك طاعتي,OBJ,5858,3
من الذي نشر نظرية الاستبداد الشرقي في الغرب ؟! أقرأ المقال كاملا,OBJ,5861,3
"يستعد شباب صناع الحياة مصر لإطلاق فاعليات حملة ""لا للـدم""، الهدف منها توصيل رسالة إلى الشباب المصري المشارك في",OBJ,5870,3
مراسل صحفى لجريدة الحرية والعدالة باسيوط,OBJ,5891,3
7 #شخص_تتمنى_له_عاما_سعيدا_2014,OBJ,5900,3
#لو_بقيت_رئيس_جمهوريه هموت السيسى ومرسى وكل اللى هيجيب سيرتهم برضه,NEG,5901,0
بعد الغدر والخيانة اللى شفناها ومن الاخر اللى هنشوفه لابس بدلة #شرطة هيرجع لامه ملفوف في بدلته #ثورة_اسلامية,NEG,5912,0
انتظروا رابط البث المباشر للقاء الاسبوعى على خطى الحبيب بعنوان (التجربة العمرية للنهضة) وذلك فى الساعة 6:30 مساء,OBJ,5919,3
انصار الانقلاب طلعوا سابع سما امس بدعم كيرى لكن نزلوا مع انقلابهم لاسفل ارض فى محاكمة مرسي,NEUTRAL,5927,2
وظني بك يارب ظناً جميلاً  #جمعة_مباركة,POS,5929,1
"حوار دعمرو حمزاوي مع"" مروان المعشر"" و""مارينا أوتاوي"" مرحلة التحول الديمقراطي في مصر -الجمعة 4 مايو، 2012 - واشنطن",OBJ,5944,3
اتفضل المنظر,OBJ,5946,3
يبقى الكلام دائما أرخص من الدم، ويبقى الفقير هو الضحية المفضلة، وتبقى مصر كما هي تحب ولادها مقتولين، ولا حول ولاقوة إلا بالله,NEG,5951,0
#التربية #أخلاق # حكمة بالصورة #الوقت #حكم #حكمة #صورة #كلمة #مقولة #تطوير_الذات #تفكير #تدبر #تخطيط #نجاح #الحياة …,OBJ,5957,3
الدولة الديمقراطية هي دولة مدنية يديرها مدنيون انتخبهم المواطن وله حق تغييرهم، وتخضع بها المؤسسات العسكرية والأمنية لرقابة المدنيين بالكامل,OBJ,5959,3
المرشح الرئاسي #عبدالفتاح_السيسي يستقبل وفدا من المستثمرين السياحيين ورجال الأعمالللتعرف على كيفية استغلال التراث الحضاري #المصري #,OBJ,5967,3
لم تحرق الكنائس فقط، حرقت مدارس و مسارح و عيادات و حضانات و ملاجئ فهمنا الرسالة، الهدف حرق اي قيمة مشتركة، اي دور مجتمعي للمسيحي,OBJ,5968,3
بدلا من أن تسعي لإثبات أن غيرك سيدخل النار خيرٌ لك ان تسعي لكي تدخل أنت الجنة !,OBJ,5969,3
الفحم وصل يا استاذنا واحنا واقفين نتفرج #أوقفوا_الفحم #حكومه_تقتل_المرضى,NEG,5978,0
عقول زباله تسئ لرجل كبر اجدادهم فعلا العرب تربيتهم صفر #بالعربي,NEG,5980,0
لقد قامت الثورة وضحى الاف المصريين بحياتهم من اجل استعادة كرامة الانسان المصري داخل مصر وخارجها اين وزير الخارجية اين عصام شرف,NEUTRAL,5983,2
# الاهلي_التحاد واااااااو #محمد أمان يسجل أجمل أهداف الموسم 3 لصالح الأهلي 1 الاتحاد,OBJ,5984,3
# #نافذة_مصر | #الجيزة : فى اسبوع ثورى جديد خرج أحرار البراجيل فى مسيرتهم الاسب #2011,OBJ,5985,3
شاهد - آخر كلام: شباب الإخوان وحزب الحرية والعدالة,OBJ,5986,3
#فلل للبيع في #طرابزون #تركيا بأسعار تبدأ من ٥٠٠ الف ريال سعودي #عقارات #استثمار #عقار #الكويت #السعودية #الامارات,OBJ,5988,3
تنعقد الليلة الخميس الساعة السابعة مساءً ندوة دعلاء الأسواني في مركز إعداد القادة بالعجوزة التفاصيل >>,OBJ,5991,3
حقيقة 2: خامة صوت آخرين غير حليم وإمكاناتهم درجة أولى لكنهم بالجهل و الكسل حولوها إلى درجة تانية درس عظيم لمن يتفكرون #,NEUTRAL,5992,2
فهيَّا انزعي عنكِ ثوبَ الهمُوم غدًا سيـأتي بما تحلُمِين ! #فاروق جويدة,OBJ,5995,3
#اليوم_السافل : #الاخوان يحرضون على #اضراب_الاطباء !! #خالد_صلاح رمز السقالة,NEG,6013,0
عرض الاسبوع 36 ألف متابع #وش_أكثر_شي_يسهرك #صيام_الإثنين #خد_موقف_من #صلاة_الوتر #فى_تويتر_تلاقى #الدمام [865178],OBJ,6018,3
: #بالفيديو شاهد ماذا فعلا كلا من #هشام_عباس و #فيفي_عبده علي الهواء في #شم_النسيم علي الرابط ,OBJ,6040,3
#فيديو مسرب لخلفية هاتف #آيفون_6 القادم,OBJ,6044,3
انتظروا تغطية لزياردة د عبد المنعم أبو الفتوح للاقصر غدا والتى ستتضمن زيارة كنيسة العذراء صلاة الجمعة في الساحة,OBJ,6048,3
#اعتراف ما كنحملش ديك البياسة ديال 2 دراهم كتغلطني ديما,OBJ,6050,3
الشاعر عبدالله حسن اغنية #25_يناير ادي جااامد عشان جااامد مخدش لكل كلاب مجيده,NEUTRAL,6051,2
ولا أشعر بأدنى تعاطف مع مبارك ونظامه الذي أوصل هذا الشعب إلى ما صار عليه، يستوي في ذلك الإسلاميون وغير الإسلاميين، تد,NEG,6054,0
المواطن دعييييييف #الماده_الاولى,NEUTRAL,6058,2
"فيديو : الجزء الثاني من حوار المرشح الرئاسي #حمدين_صباحي مع ""الوطن """,OBJ,6063,3
#ابراهيم_محلب التاجر لما يفلس يدور في دفاتره القديمه، ودفاتر مصر مليئه بالفساد المالي مع رجال أعمال مصرو، هم لصوص ولكن مدللين وظرفاء,NEG,6071,0
حوار بين شاب ثوري ومواطن محبط  مقال بقلم دعــلاء الأسـوانـى ينشر صباح غد الثلاثاء في جريدة المصري اليوم >>,OBJ,6077,3
دعمرو حمزاوي: البرلمان لم يمارس دوره الرقابي على الحكومة حتى الآن,OBJ,6086,3
أنا عايز أخويا عصام,OBJ,6094,3
عاجل : خمس الاف متابع خليجي بـ 200 ريال #الامارات #ابوظبي #دبي #قطر #الدوحة # #حمد #تميم #الكويت #السعودية 557,OBJ,6096,3
مش ذنبي إنك دخلت السياسة بعد الثورة وماسمعتش عن عرض جامعة الأزهر اللي شباب الإخوان لبسوا فيه أقنعة واتحبسواراجع الأرشيف قبل ما تفتي,OBJ,6100,3
شاهد - آخر كلام: سبع سنوات على أول يسقط مبارك #,OBJ,6102,3
: اللهم انك اعطيتنا الاسلام من غير ان نسألك فلا تحرمنا الجنة ونحن نسألك #اللهم_امين #دعاء #ادعية?,OBJ,6104,3
طرد الاقباط من لجنة 43 مدرسة الشيخ مبارك قرية هوو مركز نجع حمادي #قنا #الاستفتاء,OBJ,6113,3
اللى بيقول ان البلد دى بلدنا لما حد بيقوله يا خواجه بيكون سعيد جدا شوفتو احلى من كده وطنيه #لو_جنان #اتجنن,NEG,6114,0
ندوة الدكتور علاء الأسواني الليلة الخميس الساعة السابعة مساءً في مركز شبابيك في المقطم التفاصيل,OBJ,6118,3
تابعوني علي قناة الحياة 1 الساعة 9,OBJ,6125,3
"بالمناسبة , صدفة بحتة ان يتم التفجير المزعوم بعد دقائق من وصول وفد امريكي من الكونجرس لبحث الاوضاع في #مصر …",NEUTRAL,6126,2
كل ما كان يرفضه الاخوان من خطايا الحزب الوطني البرلمانية و إجرامه التشريعي أصبحوا يتبنونه الانمسخرة,NEG,6133,0
"__: _: نسب نبينا محمد صلوات ربي وسلامه عليه #نشر_سيرته #""",OBJ,6134,3
دعلاء الأسواني: ماذا فعلت الولايات المتحدة مع السيد فوجيموري حين وضع نفسه فوق القانون ؟! >>,OBJ,6138,3
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2042544],OBJ,6143,3
د علاء الاسواني: علام نص التقرير الذى اصدرته منظمة العفو الدولية عن اعتصامات الاخوان ؟! >,OBJ,6151,3
بين التفجير ومستشفي الشرطة ساعة لنقل المصابين لو المرور كويس الاصابات بسيطة خضة صداع زعل طرقعة صباع وزغللة,OBJ,6156,3
الأسواني: ثانيا: ممارسة الدين بالتميز>> الدين بالنسبة الي المتطرف ليس علاقة روحانية مع ربنا سبحانه وتعالى وانما>>,OBJ,6159,3
"سابقة خطيرة أمريكا تدرس اعتماد السيادة ""#الإسرائيلية"" على #القدس في أوراقها الرسمية",NEG,6160,0
#ذات_مومنت لما تكون #ماسك ذله ع صاحبك ;) = #__ #حبيبى يارقه فاكر ولا #لأ 3:) # ☺,OBJ,6165,3
عمرو خالد: يا شباب صوتكم أمانة وواجب وطني | الموقع الرسمي للدكتور ع,OBJ,6176,3
شاهد - آخر كلام: ثورة مصر سيناريوهات الخوف #,OBJ,6183,3
"هُنآك فـِ أقصَى الجَوف ثَمّة حنِين يُبعّثرني #اعترافات_ليلية""",OBJ,6185,3
هواجس العام الجديد ــ أولنا بعيدًا عن السياسة - عمرو حمزاوي - بوابة الشروق,OBJ,6192,3
رحم الله الشهيد محمد بيومي منشداغنيه تتشل الايادى اللى بتقتل ولادى النسخه الاصليه بالكلمات …,NEUTRAL,6195,2
"#أنصار_بيت_المقدس تهدد ""#بيبسي"": لن يستعصى أمركم علينا ""إنذار أخير""",OBJ,6200,3
لو حاولنا نحصى جرائم الانقلاب فى شتى فروع الحياة لن نتمكن أبدا عددها اكثر من أن يحصي,NEG,6209,0
#أردنـ | رئيس الوزراء #الفلسطيني يقدم إستقالته لتمهيد الطريق أمام تشكيل حكومة وحدة - #رويترز,OBJ,6221,3
"الأسواني يروي عن ""مسئول غامض"": ـ عندى طلب من فضيلتك نهض المسئول ومد يده عبر المكتب ببضع ورقات ثم قال : >> …",OBJ,6222,3
2016: اوين : كريستيانو هو افضل لاعب في تاريخ ريال مدريد #ريال_مدريد ,OBJ,6224,3
لماذا استسلم #الإخوان لفكرة التحول من مقموعين إلى قامعين,NEUTRAL,6226,2
نعلق اعتصامنا عند نقابة الصحفيين الآن لوجودنا بالميدان لحقن الدماء ونتحرك لتحقيق إجماع وطنى حول بنود مبادرة الأمس وتبكير انتخابات الرئاسة,OBJ,6227,3
اقتراحاتكم للمادة الاولى على الهاش تاج دهعادة مادة مالهاش لازمة تعالوا نفتكس فيها #المادة_لاولى,NEUTRAL,6228,2
مصنع الرجال وعرين الأبطال صدعوا بكلمة الحق وجاهدوا بالنفس والمال #تعظيم_سلام_للاخوان_المسلمين #حسن_البنا …,POS,6230,1
كلام وكلام #السادة_المحترمون,OBJ,6239,3
شكرا لدعمك,POS,6253,1
الاهم في العقد الجديد ان المسرح اللي حنذيع منه والمكتب اللي بنعد فيه مستقلين بذاتهم بعيدا عن اي قناة واستديوهاتها ومافيش تدخل في البرنامج,OBJ,6256,3
مش كل معارضتك فلول ولا إنتهازيين يا مرسى طمن شعبك بلاش تعمل ودن من طين وودن من عجين الأخوان حيغرقوك,NEG,6264,0
